5.4,0.0,20.2,0.0,0.0,12.0,2.3,4.2,0.0,8.0,0.0,6.0,,3.3,,28.0,,,,0.0,0.0,5.0,11.0,14.0,3.7,18.8,3.3,25.0,,0.0,26.0,1.0,17.8,0.0,13.3,0.0,29.6,0.0,0.0,21.0,5.0,0.0,1996-05-22
0.5,45.0,6.0,0.0,0.0,0.0,0.0,3.3,0.0,14.0,26.0,5.0,,8.1,,1.0,,,,28.0,0.0,1.0,30.0,3.0,9.0,20.6,9.4,0.0,,27.0,0.0,8.0,0.9,0.0,1.3,9.6,0.0,2.9,0.0,0.0,0.0,0.0,1996-05-23
0.5,5.0,0.0,0.0,0.0,4.0,3.8,8.6,0.0,21.0,0.0,0.0,,0.0,,0.0,,,,0.0,17.8,11.0,22.0,0.0,0.0,10.0,0.0,0.0,,0.0,0.0,56.0,11.5,0.0,0.0,4.9,7.0,24.7,9.0,9.0,0.0,0.0,1996-05-24
7.6,0.0,0.0,0.0,0.0,5.0,8.4,15.4,22.2,0.0,35.0,10.0,,13.6,,38.0,,,,0.0,67.5,21.0,15.0,10.7,15.0,8.0,47.8,50.0,,45.0,66.0,0.0,12.8,26.5,59.7,30.1,9.3,32.5,37.0,16.0,0.0,14.0,1996-05-25
35.7,48.0,0.0,12.3,11.0,6.0,14.5,4.8,20.0,7.0,13.0,32.0,,24.5,,3.0,,,,65.3,0.0,0.0,14.0,18.8,36.0,1.8,0.9,0.0,,10.0,0.0,12.0,19.4,3.2,23.8,15.4,35.6,34.0,5.0,0.0,40.0,24.0,1996-05-26
0.2,0.0,0.6,0.1,0.0,11.0,3.3,8.2,6.3,0.0,0.0,0.0,,7.6,,2.0,,,,0.0,28.6,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1996-05-27
0.0,0.0,0.3,13.8,0.0,4.0,5.2,11.7,20.0,30.0,9.0,0.0,,0.5,,4.0,,,,0.0,0.0,6.0,26.0,19.0,10.0,30.0,11.3,23.0,,0.0,68.0,8.0,17.6,31.6,3.9,0.6,0.0,23.8,0.0,0.0,0.0,2.0,1996-05-28
13.8,0.0,30.6,0.0,0.0,6.0,3.2,8.5,3.3,13.0,0.0,20.0,,30.4,,0.0,,,,15.3,55.1,0.0,21.0,7.2,18.9,23.0,14.6,0.0,,4.0,13.0,1.0,0.9,0.0,0.0,26.8,16.2,5.7,25.0,12.0,0.0,0.0,1996-05-29
8.0,39.0,8.1,21.5,0.0,3.0,3.6,5.3,4.3,8.0,0.0,9.0,,30.6,,0.0,,,,0.0,12.2,8.0,2.0,11.5,4.3,18.0,14.9,33.0,,18.0,45.0,15.0,21.5,24.6,16.4,13.1,47.0,36.7,23.0,32.0,4.0,38.0,1996-05-30
6.9,0.0,2.8,,0.0,10.0,13.3,10.0,10.0,4.0,0.0,0.0,,2.3,,3.0,,,,0.0,0.0,11.0,15.0,1.0,20.3,1.1,22.9,0.0,,5.0,31.0,4.0,10.5,5.3,17.4,16.0,5.8,14.0,63.0,10.0,1.0,5.0,1996-05-31
17.5,37.0,10.7,,0.0,8.0,15.2,8.4,20.0,16.0,0.0,0.0,,37.0,,1.5,,,,0.0,16.0,51.0,29.0,11.5,22.8,2.2,0.0,0.0,,0.0,10.0,1.0,12.7,0.0,14.8,36.0,65.2,16.0,0.0,0.0,5.0,45.0,1996-06-01
0.5,0.0,0.3,,0.0,9.0,0.0,0.0,2.2,0.0,0.0,0.0,,0.5,,2.6,,,,0.0,1.0,8.0,4.0,0.2,0.0,30.6,0.0,0.0,,0.0,0.0,2.0,9.8,0.0,5.5,0.1,0.8,0.0,0.0,20.0,0.0,0.0,1996-06-02
0.0,35.0,5.3,,1.3,11.0,3.2,2.2,11.7,18.0,6.0,48.0,,14.6,,2.1,,,,10.0,0.0,5.0,3.0,2.2,3.5,11.0,0.5,0.0,,20.0,0.0,3.0,20.7,0.0,2.2,2.5,7.1,0.5,0.0,0.0,0.0,1.0,1996-06-03
2.8,0.0,0.5,52.5,0.0,4.0,6.0,10.3,9.0,0.0,0.0,4.0,,0.0,,0.0,,,,0.0,0.0,3.0,0.0,0.0,0.0,1.9,0.0,0.0,,0.0,0.0,0.0,11.5,0.0,0.0,0.0,0.9,0.0,0.0,11.0,0.0,0.0,1996-06-04
1.6,0.0,0.0,1.0,0.0,10.0,0.0,0.1,0.0,0.0,0.0,1.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-06-05
0.0,0.0,0.0,0.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-06-06
0.0,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-06-07
0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-06-08
0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,4.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,1996-06-09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-06-10
0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,3.5,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,1996-06-11
3.3,0.0,0.0,2.5,0.0,0.0,0.0,0.3,0.0,8.0,0.0,3.0,,0.5,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-06-12
0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1996-06-13
29.0,38.0,3.3,53.0,5.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,,0.0,,,,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,0.0,12.0,0.0,0.7,0.0,2.6,0.0,0.5,8.7,6.0,0.0,0.0,0.0,1996-06-14
0.0,0.0,0.3,12.0,0.0,7.0,20.0,3.3,7.0,5.0,0.0,3.0,,16.1,,8.6,,,,6.3,0.0,8.0,13.0,5.0,16.0,0.0,0.0,0.0,,0.0,0.0,0.0,8.9,7.0,0.0,21.0,17.1,4.1,0.0,0.0,9.0,8.5,1996-06-15
19.4,36.0,10.3,0.0,0.0,4.0,0.0,10.2,25.0,10.0,0.0,14.0,,7.8,,6.9,,,,1.7,20.0,0.0,4.0,2.0,6.8,1.1,0.0,0.0,,0.0,0.0,2.0,6.5,0.0,0.0,2.0,0.0,2.1,0.0,0.0,0.0,0.0,1996-06-16
9.4,0.0,2.0,0.0,0.0,6.0,4.6,12.8,34.0,6.0,0.0,0.0,,4.3,,0.0,,,,0.0,0.0,3.0,11.0,2.2,8.3,1.8,5.8,0.0,,10.0,0.0,8.0,12.8,2.5,11.1,12.0,7.3,16.2,0.0,0.0,1.0,6.5,1996-06-17
0.4,0.0,3.0,32.5,8.5,16.0,0.0,0.7,0.0,8.0,0.0,0.0,,3.1,,0.0,,,,0.0,8.0,38.0,19.0,0.0,7.1,10.0,0.0,0.0,,0.0,0.0,18.0,11.5,0.0,0.0,1.0,6.8,5.5,0.0,0.0,0.0,0.0,1996-06-18
6.4,34.0,5.7,26.5,3.2,8.0,1.5,0.0,9.2,4.0,0.0,21.0,,24.3,,0.0,,,,0.5,0.0,6.0,7.0,5.5,8.2,83.0,43.5,10.0,,7.0,0.0,7.0,20.7,0.0,38.2,7.4,32.0,13.4,0.0,20.0,1.0,8.0,1996-06-19
4.2,0.0,2.5,8.5,0.0,0.0,0.0,5.1,9.0,2.0,0.0,0.0,,13.7,,0.0,,,,0.0,0.0,0.0,8.0,0.0,2.5,11.3,0.0,0.0,,0.0,31.0,3.0,12.4,0.0,0.0,0.0,0.7,1.2,0.0,13.0,0.0,0.0,1996-06-20
0.0,0.0,0.2,2.5,0.0,14.0,8.5,0.0,10.0,8.0,6.0,4.0,,0.0,,22.0,,,,0.0,5.1,0.0,0.0,7.0,0.0,44.0,0.0,0.0,,0.0,0.0,5.0,9.8,0.0,0.8,0.0,7.6,0.5,0.0,0.0,0.0,0.0,1996-06-21
3.4,0.0,4.4,6.5,0.0,10.0,2.8,4.0,10.0,6.0,0.0,0.0,,0.0,,0.0,,,,20.4,0.0,0.0,0.0,5.7,1.7,2.2,0.0,0.0,,0.0,0.0,3.0,11.5,0.0,0.0,2.3,1.3,2.3,0.0,0.0,0.0,0.0,1996-06-22
12.0,0.0,3.8,23.5,0.0,0.0,1.6,11.6,9.8,30.0,0.0,11.0,,4.9,,0.0,,,,0.0,0.0,2.0,0.0,0.0,0.0,10.8,0.0,0.0,,0.0,0.0,3.0,9.7,0.0,0.0,0.4,0.0,0.0,0.0,11.0,0.0,0.0,1996-06-23
1.0,32.0,3.8,6.0,0.0,0.0,7.8,6.7,0.0,0.0,0.0,0.0,,5.7,,0.0,,,,0.0,0.0,6.0,6.0,0.0,0.0,11.7,0.5,8.0,,0.0,0.0,1.0,12.9,0.0,0.9,2.5,0.0,0.5,0.0,0.0,4.0,42.0,1996-06-24
1.0,0.0,0.0,0.5,30.0,0.0,0.0,12.2,10.0,9.0,0.0,6.0,,0.0,,0.0,,,,0.0,0.0,3.0,2.0,0.0,0.0,2.8,0.0,0.0,,0.0,0.0,0.0,19.8,0.0,0.0,0.0,0.2,0.0,0.0,21.0,0.0,2.0,1996-06-25
13.5,27.0,10.7,11.0,0.0,7.0,10.3,8.2,12.5,0.0,0.0,6.0,,17.2,,14.1,,,,1.0,10.0,2.0,20.0,14.7,20.1,2.5,0.0,0.0,,0.0,0.0,2.0,20.7,0.0,0.0,25.0,11.2,26.0,0.0,15.0,14.0,16.0,1996-06-26
0.3,0.0,5.0,4.8,0.0,4.0,2.8,0.5,3.5,6.0,0.0,1.0,,11.4,,0.0,,,,0.0,0.0,5.0,9.0,3.3,19.5,3.3,28.6,13.0,,18.0,8.0,5.0,19.4,19.2,16.2,13.0,57.8,5.7,0.0,23.0,40.0,11.4,1996-06-27
12.0,0.0,1.5,0.0,2.4,0.0,0.0,0.0,1.3,0.0,0.0,0.0,,0.0,,1.2,,,,0.0,2.3,6.0,0.0,0.0,0.0,1.1,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,5.0,1996-06-28
2.0,5.0,4.5,0.0,0.0,0.0,2.5,0.2,9.8,10.0,0.0,1.0,,0.0,,0.0,,,,1.0,0.0,2.0,0.0,1.1,0.8,1.9,0.0,3.0,,15.0,0.0,0.0,19.8,0.0,3.1,1.5,56.2,2.8,0.0,22.0,0.0,2.0,1996-06-29
5.7,0.0,12.7,18.0,40.5,5.0,0.0,3.5,11.5,20.0,0.0,6.0,,14.5,,2.0,,,,0.0,1.2,6.0,4.0,1.7,1.2,1.1,0.0,0.0,,0.0,0.0,11.0,6.8,0.0,1.3,7.2,2.8,1.8,0.0,22.0,0.0,0.0,1996-06-30
1.8,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,3.0,8.0,0.0,0.0,1.3,0.0,0.0,,0.0,0.0,4.0,14.6,0.0,1.7,0.0,12.2,1.5,0.0,15.0,5.0,4.0,1996-07-01
0.0,0.0,0.0,0.5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,8.4,0.0,0.0,1.3,0.2,0.0,0.0,20.0,0.0,0.0,1996-07-02
18.3,0.0,5.2,8.5,2.1,0.0,6.8,2.1,14.1,0.0,0.0,9.0,,0.0,,0.0,,,,0.0,0.0,3.0,5.0,0.0,0.5,0.0,0.0,0.0,,0.0,0.0,4.0,12.8,0.0,0.2,7.2,0.5,0.5,0.0,9.0,0.0,7.0,1996-07-03
1.5,0.0,0.0,0.6,0.0,0.0,3.1,0.4,0.0,0.0,0.0,1.0,,0.0,,0.0,,,,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,5.0,8.7,0.0,0.0,0.0,1.8,1.0,0.0,15.0,0.0,0.0,1996-07-04
0.2,0.0,2.2,1.0,0.0,,3.1,4.4,4.5,0.0,0.0,1.0,,0.0,,0.0,,,,0.0,9.2,0.0,2.0,0.1,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1996-07-05
2.4,0.0,0.0,21.5,0.0,,0.0,8.0,20.0,0.0,0.0,3.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,1.8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,10.0,36.0,0.0,1996-07-06
0.0,0.0,0.0,0.1,20.5,,8.5,7.6,0.0,0.0,0.0,0.0,,7.1,,0.4,,,,0.0,0.0,0.0,7.0,0.0,0.0,4.6,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.3,3.4,6.3,11.5,0.0,9.0,0.0,5.0,1996-07-07
5.4,0.0,9.6,2.8,0.0,,5.0,8.6,12.5,0.0,76.0,9.0,,1.1,,26.6,,,,22.9,47.3,0.0,10.0,14.2,43.1,20.0,0.0,4.0,,0.0,3.0,6.0,6.7,0.0,0.8,10.3,0.0,0.0,6.0,0.0,0.0,0.0,1996-07-08
9.7,0.0,0.3,10.0,0.0,,0.0,6.6,7.2,30.0,17.0,9.0,,4.7,,95.0,,,,0.0,0.0,21.0,11.0,7.5,8.0,0.0,53.9,15.0,,15.0,28.0,4.0,9.8,18.9,27.6,10.0,28.2,20.2,0.0,10.0,0.0,0.0,1996-07-09
0.0,0.0,0.0,0.8,0.0,,4.5,4.4,4.2,0.0,0.0,1.0,,0.0,,0.0,,,,32.0,0.0,6.0,4.0,0.3,0.0,7.2,0.0,0.0,,0.0,0.0,0.0,8.5,0.0,2.1,2.5,3.2,7.2,0.0,21.0,51.0,14.0,1996-07-10
0.0,0.0,0.3,0.8,0.0,,5.0,0.0,0.0,0.0,0.0,1.0,,0.5,,0.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,12.8,0.0,0.0,,0.0,0.0,0.0,3.5,0.0,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1996-07-11
2.3,0.0,0.0,0.5,0.0,,4.0,0.3,1.4,0.0,0.0,0.0,,0.2,,0.0,,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,0.0,1996-07-12
0.0,0.0,0.0,0.0,0.0,,0.0,0.7,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-07-13
0.0,0.0,0.0,0.0,8.0,,0.0,8.2,0.6,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-07-14
6.5,0.0,0.0,2.5,0.0,,0.0,11.0,0.0,0.0,0.0,6.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-07-15
1.5,0.0,0.0,2.6,0.0,,0.0,10.3,4.7,0.0,0.0,6.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,7.7,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-07-16
0.0,0.0,0.0,0.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,,0.0,0.0,1.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-07-17
1.0,0.0,0.0,0.5,0.0,,3.2,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-07-18
7.6,0.0,0.2,3.0,0.0,,4.3,5.5,4.4,2.0,0.0,7.0,,0.9,,1.8,,,,0.6,0.0,0.0,4.0,0.8,0.8,0.0,0.0,0.0,,0.0,0.0,9.0,7.6,0.0,0.0,3.0,0.5,2.2,0.0,0.0,0.0,0.0,1996-07-19
8.8,0.0,0.0,2.0,4.8,,2.0,0.2,4.5,0.0,0.0,10.0,,0.3,,0.5,,,,0.0,0.0,3.0,0.0,0.3,0.1,0.0,0.0,0.0,,0.0,0.0,0.0,5.3,0.0,0.0,0.5,0.9,0.0,0.0,0.0,0.0,0.0,1996-07-20
7.9,0.0,0.6,0.0,0.0,,2.1,0.5,5.4,0.0,0.0,7.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,9.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-07-21
0.0,0.0,0.3,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1996-07-22
0.0,0.0,0.0,0.1,0.0,,0.0,0.0,0.0,10.0,0.0,0.0,,8.2,,0.0,,,,0.0,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1996-07-23
0.0,0.0,0.0,0.0,0.0,,0.0,10.5,0.0,6.0,0.0,0.0,,0.4,,17.8,,,,0.0,0.0,5.0,5.0,1.2,6.2,0.0,23.8,0.0,,0.0,0.0,4.0,5.6,17.6,2.7,2.4,1.3,0.0,0.0,2.0,4.0,3.0,1996-07-24
0.5,0.0,0.0,0.4,9.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.8,,9.0,,,,2.6,20.1,0.0,10.0,3.5,3.6,28.5,0.0,0.0,,0.0,0.0,13.0,6.3,0.2,0.0,2.7,12.2,2.8,0.0,3.0,0.0,0.0,1996-07-25
16.2,8.0,0.0,0.0,3.5,,5.5,0.0,10.3,0.0,0.0,18.0,,9.2,,0.0,,,,0.0,10.4,5.0,4.0,0.8,2.0,15.3,5.8,0.0,,0.0,38.0,8.0,5.2,1.5,0.7,3.5,8.6,8.9,0.0,11.0,39.0,30.0,1996-07-26
17.2,0.0,11.8,34.0,0.0,,4.4,5.3,16.4,0.0,15.0,15.0,,3.3,,0.6,,,,30.8,0.0,29.0,12.0,39.0,26.8,20.8,3.4,38.0,,0.0,0.0,13.0,8.5,29.2,43.6,13.0,26.5,18.7,0.0,20.0,44.0,6.0,1996-07-27
2.2,0.0,0.8,2.5,12.4,,5.9,0.0,1.3,0.0,0.0,1.0,,0.0,,2.4,,,,0.0,1.3,0.0,0.0,0.0,0.5,16.1,0.0,0.0,,45.0,0.0,4.0,0.0,2.5,0.0,0.4,0.0,5.7,0.0,0.0,0.0,0.0,1996-07-28
1.5,0.0,0.0,0.0,0.0,,0.0,0.2,0.0,0.0,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,0.0,,0.0,0.0,0.0,5.5,0.0,0.0,0.0,1.7,0.0,0.0,9.0,0.0,0.0,1996-07-29
1.0,0.0,0.0,4.0,0.0,,2.4,0.0,2.4,0.0,0.0,0.0,,0.9,,0.4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1996-07-30
13.4,0.0,5.6,7.3,4.8,,2.3,0.0,1.8,0.0,0.0,9.0,,0.0,,0.0,,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.2,1.4,0.0,0.7,0.0,0.0,8.0,0.0,6.0,1996-07-31
0.0,0.0,0.0,2.0,0.0,,0.0,1.0,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1996-08-01
0.0,0.0,0.0,0.1,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1996-08-02
0.3,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-08-03
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,3.0,0.0,0.0,10.5,0.0,0.0,0.0,3.9,0.0,0.0,20.0,0.0,0.0,1996-08-04
2.8,0.0,1.4,0.1,0.0,,3.3,20.6,7.3,,0.0,4.0,,0.3,,0.2,,,,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,1996-08-05
0.9,0.0,0.0,0.5,0.0,,5.1,0.0,2.0,,0.0,10.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.5,0.0,9.8,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-08-06
1.4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-08-07
13.3,0.0,0.0,0.2,0.0,,9.3,0.0,0.0,,0.0,4.0,,0.0,,0.0,,,,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.3,0.0,2.0,10.0,10.0,24.0,1996-08-08
0.0,45.0,33.5,48.0,0.0,,13.5,27.0,53.9,,31.0,8.0,,13.1,,55.0,,,,61.0,0.0,21.0,12.0,25.0,16.3,10.0,0.0,0.0,,5.0,0.0,1.0,7.8,0.2,1.0,38.0,0.0,5.0,1.0,5.0,4.0,10.0,1996-08-09
0.0,0.0,0.0,0.2,50.5,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,1.2,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1996-08-10
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-08-11
0.0,0.0,0.0,0.0,0.0,,3.2,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-08-12
0.0,0.0,0.0,0.0,0.0,,0.0,20.3,1.1,,0.0,0.0,,0.9,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-08-13
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-08-14
1.4,0.0,1.0,2.0,0.0,,3.2,5.2,1.0,,0.0,1.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-08-15
0.0,0.0,0.0,0.1,0.0,,0.0,0.5,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,6.0,0.0,0.0,0.0,0.0,28.7,0.0,0.0,0.0,0.0,0.0,1996-08-16
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.0,0.0,0.0,0.0,0.0,23.3,0.0,0.0,0.0,0.0,1.0,1996-08-17
0.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.3,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,6.0,1.0,0.0,0.0,8.5,62.3,0.0,,0.0,0.0,0.0,23.5,0.0,23.6,0.6,0.0,13.5,0.0,26.0,0.0,1.5,1996-08-18
0.0,0.0,0.0,2.5,0.0,,0.0,10.8,0.0,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,5.6,2.0,0.0,0.0,29.6,1.7,0.0,0.0,0.0,0.0,1996-08-19
